material_diff,white_material,black_material,white_pawns,black_pawns,white_knights,black_knights,white_bishops,black_bishops,white_rooks,black_rooks,white_queens,black_queens,white_bishop_pair,black_bishop_pair,white_developed,black_developed,white_castled,black_castled,white_castled_on_move,black_castled_on_move,pawn_moves_white,pawn_moves_black,piece_moves_white,piece_moves_black,captures_white,captures_black,checks_white,checks_black,center_control_white,center_control_black,ext_center_white,ext_center_black,white_mobility,black_mobility,white_attacked_squares,black_attacked_squares,white_doubled_pawns,black_doubled_pawns,white_isolated_pawns,black_isolated_pawns,white_passed_pawns,black_passed_pawns,white_king_safety,black_king_safety,white_king_exposure,black_king_exposure,eco_category,result
-2,27,29,5,7,1,0,0,1,2,2,1,1,0,0,4,4,1,1,6,13,5,10,20,15,4,6,1,0,2,2,9,8,43,30,36,32,0,0,1,1,0,1,3,3,0,0,2,0-1
-1,24,25,7,6,0,0,1,0,1,2,1,1,0,0,4,4,1,1,4,6,7,8,18,17,6,5,2,1,4,2,12,7,35,26,39,31,0,2,0,1,0,0,2,2,0,3,2,1-0
-7,14,21,6,2,0,2,1,1,1,2,0,0,0,0,4,4,1,0,10,0,6,9,19,16,8,7,2,4,2,2,9,8,4,35,31,36,0,0,0,0,3,0,3,0,1,3,1,0-1
-1,27,28,4,5,1,1,2,2,1,1,1,1,1,1,4,4,0,1,0,7,14,10,11,15,5,6,0,0,4,3,12,12,35,40,34,37,0,0,0,0,0,0,2,3,0,0,0,1-0
3,31,28,6,6,1,0,1,1,2,2,1,1,0,0,4,4,1,1,5,13,7,7,18,18,5,4,1,0,3,3,12,9,50,36,44,34,0,0,0,0,0,0,3,2,1,1,2,1-0
3,12,9,6,6,1,1,1,0,0,0,0,0,0,0,4,4,0,0,0,0,5,9,20,16,8,7,1,4,1,2,6,10,20,18,22,22,2,0,2,2,0,0,4,3,2,1,3,1-0
0,17,17,6,6,0,1,2,1,1,1,0,0,1,0,4,4,1,1,5,13,8,9,17,16,6,6,0,0,4,2,10,7,40,25,35,28,0,0,1,0,1,0,3,3,0,0,2,0-1
-5,27,32,5,7,1,1,0,1,2,2,1,1,0,0,4,3,1,1,6,22,7,6,18,19,3,6,0,2,2,3,11,10,38,40,35,36,0,0,1,0,0,1,2,4,1,0,1,0-1
8,35,27,7,5,1,1,2,0,2,2,1,1,1,0,4,4,1,1,8,5,11,10,14,15,6,2,0,0,4,2,14,9,48,43,37,33,2,0,2,1,1,0,2,1,1,1,2,1-0
0,13,13,5,5,0,0,1,1,1,1,0,0,0,0,4,4,1,1,4,5,11,7,14,18,8,8,1,0,3,2,7,9,29,28,33,29,0,2,0,2,0,0,2,3,1,1,2,1-0
-2,24,26,5,6,0,1,0,1,2,1,1,1,0,0,4,4,1,1,4,5,6,9,19,16,5,7,1,0,1,3,7,8,30,43,29,38,0,0,1,0,1,1,3,2,0,2,2,0-1
-1,15,16,5,6,0,0,0,0,2,2,0,0,0,0,4,4,1,1,8,13,8,9,17,16,7,8,1,0,2,1,7,11,32,28,28,29,0,2,2,2,0,0,3,2,1,2,2,0-1
0,33,33,8,8,1,0,1,2,2,2,1,1,0,1,4,3,1,1,6,5,8,10,17,15,2,2,1,1,2,3,12,12,2,37,34,39,0,2,0,0,0,0,3,2,3,0,2,1-0
-2,22,24,5,5,0,0,1,0,1,2,1,1,0,0,4,4,1,1,8,9,6,8,19,17,7,7,1,1,4,4,13,11,39,37,39,39,0,0,0,0,0,0,3,3,1,1,2,0-1
1,14,13,4,5,0,0,0,1,2,1,0,0,0,0,4,4,1,1,10,10,5,9,20,16,8,9,0,0,0,2,5,8,26,21,26,27,0,0,1,0,0,1,3,3,1,0,2,1/2-1/2
8,21,13,8,5,0,0,1,1,2,1,0,0,0,0,4,4,1,1,4,9,5,5,20,20,8,4,4,0,3,2,9,7,23,24,29,25,2,0,0,0,2,0,3,0,1,2,2,1-0
5,20,15,7,5,0,0,1,0,2,2,0,0,0,0,4,4,1,0,6,0,7,10,18,15,8,5,1,0,4,2,10,6,28,20,33,24,2,2,3,3,1,0,3,2,1,5,2,1-0
5,19,14,6,4,1,0,0,0,2,2,0,0,0,0,4,4,1,0,8,0,4,10,21,15,9,6,0,0,0,3,5,9,29,31,33,34,0,0,0,2,0,0,3,2,0,3,2,0-1
2,17,15,4,5,1,0,0,0,2,2,0,0,0,0,4,4,1,0,13,0,3,12,22,13,8,8,1,1,2,1,6,4,40,21,32,25,0,0,1,2,0,1,3,3,1,2,2,0-1
2,28,26,6,4,0,0,1,1,2,2,1,1,0,0,4,4,1,1,15,13,9,14,16,11,7,5,0,1,3,2,11,10,5,43,32,38,2,0,1,4,1,1,3,1,2,0,3,1/2-1/2
5,30,25,5,5,1,1,1,1,2,1,1,1,0,0,3,3,0,0,0,0,8,10,17,15,6,5,1,0,2,3,8,11,38,29,37,29,0,0,0,2,0,1,2,3,1,2,3,1-0
0,15,15,4,4,1,1,1,1,1,1,0,0,0,0,4,4,1,1,9,8,8,6,17,19,8,8,1,0,2,3,6,9,20,35,25,27,0,0,1,0,1,0,1,0,2,0,1,0-1
2,17,15,4,5,0,0,1,0,2,2,0,0,0,0,4,4,1,1,5,10,10,9,15,16,8,8,0,0,4,0,10,7,44,27,33,26,0,0,2,2,0,0,2,3,1,1,2,1-0
-3,22,25,5,5,0,0,1,2,1,1,1,1,0,1,4,4,1,1,9,12,10,4,15,21,6,7,1,1,3,3,11,10,30,44,36,39,0,0,0,0,1,1,3,3,3,2,2,1-0
4,18,14,4,3,0,1,0,1,1,1,1,0,0,0,4,3,1,1,14,9,8,8,17,17,9,9,3,0,1,0,9,4,33,10,32,21,0,0,2,1,1,0,2,1,0,0,2,1-0
-3,27,30,5,5,1,1,0,1,2,2,1,1,0,0,4,3,1,1,13,13,7,8,18,17,5,6,0,1,4,2,12,6,34,27,34,28,0,0,0,3,0,1,2,2,0,2,2,1-0
-3,23,26,4,4,0,0,0,1,2,2,1,1,0,0,4,4,1,1,11,11,3,7,22,18,7,8,2,4,1,3,10,13,3,49,36,43,0,0,1,1,1,1,2,3,4,0,0,0-1
4,18,14,4,3,0,0,0,2,1,1,1,0,0,1,4,4,1,1,15,7,9,8,16,17,9,9,0,2,3,3,7,11,32,34,36,33,0,0,2,1,1,0,2,2,1,3,1,0-1
-1,12,13,4,5,0,0,1,1,1,1,0,0,0,0,4,4,1,1,9,15,5,8,20,17,8,9,0,1,2,3,6,9,28,29,27,33,0,0,0,0,0,0,2,3,1,0,2,1/2-1/2
-4,14,18,6,5,0,0,1,1,1,2,0,0,0,0,3,4,1,0,11,0,11,8,14,17,7,7,2,1,3,2,10,11,23,30,27,33,0,0,2,0,0,0,2,1,0,4,2,0-1
3,17,14,6,6,2,1,0,0,1,1,0,0,0,0,4,3,1,0,7,0,4,8,21,17,7,6,2,2,4,3,9,10,33,24,30,27,0,0,0,0,0,0,2,3,0,1,3,1-0
2,16,14,5,6,0,1,2,0,1,1,0,0,1,0,4,4,1,1,11,16,6,7,19,18,7,7,2,0,3,3,10,8,37,28,33,27,0,0,0,1,0,0,3,3,0,2,2,1-0
-2,30,32,5,7,2,2,0,0,2,2,1,1,0,0,4,4,1,1,4,7,7,9,18,16,3,5,0,0,4,2,13,10,41,45,37,35,0,0,1,0,0,1,1,2,3,1,2,0-1
0,27,27,5,5,0,1,1,0,2,2,1,1,0,0,4,4,1,0,5,0,5,6,20,19,6,6,5,0,3,3,10,10,38,44,34,34,0,0,0,1,0,1,3,2,1,0,2,0-1
2,30,28,5,6,1,0,1,1,2,2,1,1,0,0,4,3,1,0,12,0,9,11,16,14,5,5,0,1,4,3,15,8,55,29,44,31,0,0,1,0,0,0,2,3,1,2,1,1-0
0,31,31,6,6,1,1,1,1,2,2,1,1,0,0,4,4,1,1,9,9,6,8,19,17,4,4,2,0,4,3,12,11,37,43,39,40,0,0,0,1,0,0,2,3,1,0,2,0-1
-4,23,27,6,5,0,0,1,1,1,2,1,1,0,0,4,4,1,1,7,8,12,6,13,19,6,6,0,0,4,2,14,9,35,41,35,34,0,2,1,5,0,0,2,2,1,0,2,1-0
-4,27,31,5,6,0,0,1,2,2,2,1,1,0,1,4,4,1,0,5,0,5,8,20,17,4,6,4,1,3,4,15,13,51,45,45,44,0,2,0,1,0,1,2,2,1,2,2,0-1
-2,22,24,5,4,0,1,1,1,1,1,1,1,0,0,4,4,1,1,13,11,8,9,17,16,7,7,0,1,2,3,7,12,29,48,28,37,0,0,1,0,1,0,2,2,4,0,2,0-1
-3,21,24,4,4,0,1,1,1,1,1,1,1,0,0,4,3,1,0,12,0,8,12,17,13,7,8,0,0,1,3,8,12,30,35,31,34,0,0,0,2,0,1,2,1,1,2,2,0-1
2,30,28,8,6,1,1,0,0,2,2,1,1,0,0,4,4,1,1,4,11,11,7,14,18,5,3,2,0,3,3,10,10,35,23,36,34,2,2,1,0,1,0,3,1,1,2,2,1/2-1/2
1,30,29,8,7,1,0,0,1,2,2,1,1,0,0,4,4,1,1,4,9,7,7,18,18,4,3,2,0,3,3,9,10,38,26,36,31,2,2,0,1,0,0,3,4,0,2,2,1-0
-3,16,19,6,6,0,0,0,1,2,2,0,0,0,0,4,4,1,1,12,9,5,10,20,15,6,7,0,0,4,3,8,8,24,29,27,32,0,4,0,6,0,0,2,3,3,0,2,0-1
-7,22,29,5,7,1,1,0,0,1,2,1,1,0,0,4,4,1,0,20,0,8,5,17,20,4,7,0,1,3,2,8,11,32,49,32,40,0,2,0,0,0,1,1,4,5,0,0,0-1
-4,12,16,4,7,1,0,0,0,1,0,0,1,0,0,4,4,0,1,0,5,4,3,21,22,7,9,0,12,2,3,3,12,6,31,18,30,0,2,1,2,0,2,0,3,1,0,2,0-1
-1,22,23,5,6,0,1,1,0,1,1,1,1,0,0,4,4,1,1,7,6,11,7,14,18,6,7,0,0,4,3,12,11,38,35,34,35,0,0,1,0,0,0,3,3,0,1,2,1-0
-8,23,31,6,6,1,1,0,1,1,2,1,1,0,0,4,4,1,1,5,12,7,7,18,18,4,6,1,0,4,3,11,10,30,42,32,36,0,0,0,2,0,0,3,2,1,1,2,1-0
0,27,27,5,5,1,0,0,1,2,2,1,1,0,0,4,4,0,1,0,9,10,7,15,18,6,6,1,2,3,3,12,11,40,35,39,39,0,0,1,0,1,1,3,2,2,1,1,0-1
0,29,29,6,7,1,0,2,1,1,2,1,1,1,0,3,4,1,1,8,6,9,6,16,19,4,4,0,3,3,4,12,13,4,44,36,39,0,0,0,0,0,1,1,3,1,0,2,1-0
6,19,13,3,5,1,1,1,0,2,1,0,0,0,0,3,4,1,1,4,6,7,4,18,21,8,8,0,1,2,2,9,6,37,24,33,26,0,0,1,0,0,0,1,3,0,1,2,1-0
-3,8,11,5,6,1,0,0,0,0,1,0,0,0,0,4,4,1,1,6,6,6,8,19,17,8,9,1,0,2,2,5,7,17,22,17,24,0,0,1,1,0,1,3,3,0,0,2,0-1
0,29,29,7,7,1,1,0,0,2,2,1,1,0,0,4,4,1,1,22,9,5,4,20,21,4,4,0,0,3,3,11,11,37,41,36,32,0,2,0,1,0,0,3,3,2,2,2,0-1
-2,25,27,6,5,0,0,0,1,2,2,1,1,0,0,4,4,1,1,21,17,5,8,20,17,6,6,2,0,4,2,12,9,41,43,39,39,0,0,1,2,0,0,3,3,1,1,2,0-1
1,33,32,8,7,1,0,1,2,2,2,1,1,0,1,4,3,1,1,5,5,5,8,20,17,3,2,1,0,3,3,12,11,41,30,41,35,0,0,0,0,0,0,3,2,0,1,2,0-1
-3,19,22,7,7,0,0,1,2,0,0,1,1,0,1,4,4,1,1,8,7,7,5,18,20,5,6,1,0,3,4,11,12,34,38,35,33,0,0,0,0,0,0,3,3,0,0,2,0-1
-6,25,31,3,6,0,0,1,2,2,2,1,1,0,1,4,4,0,0,0,0,4,4,21,21,4,8,2,11,3,2,11,10,3,43,39,37,0,0,3,1,0,1,1,4,2,5,1,1-0
0,29,29,7,7,1,1,0,0,2,2,1,1,0,0,4,4,1,1,13,13,4,13,21,12,4,4,1,1,2,4,8,12,2,40,27,36,0,2,1,1,0,0,3,1,4,0,2,0-1
0,13,13,5,5,0,0,1,1,1,1,0,0,0,0,4,4,1,1,4,8,5,12,20,13,8,8,1,0,2,4,8,8,26,28,22,26,0,2,2,3,1,0,2,1,2,0,2,1-0
-3,14,17,4,4,0,0,0,1,2,2,0,0,0,0,4,4,1,0,16,0,7,8,18,17,8,9,2,0,4,2,8,8,24,32,26,29,0,2,1,4,1,1,3,2,1,0,2,0-1
-8,19,27,6,5,1,0,0,1,2,2,0,1,0,0,4,4,1,1,6,12,8,10,17,15,6,6,1,0,2,3,9,11,30,43,30,35,0,2,1,0,1,0,2,2,0,0,2,0-1
-4,29,33,4,5,0,2,2,1,2,2,1,1,1,0,4,4,0,1,0,8,10,11,15,14,4,6,0,0,2,3,8,13,34,54,32,44,0,0,0,0,1,1,3,2,2,1,2,0-1
-3,23,26,6,7,0,0,1,0,1,2,1,1,0,0,4,4,1,1,24,8,8,7,17,18,5,6,0,3,3,2,9,10,26,39,31,36,0,2,1,0,0,0,3,3,2,0,1,0-1
-1,19,20,6,7,0,0,1,1,2,2,0,0,0,0,4,3,1,1,16,8,11,8,14,17,5,6,1,0,2,3,6,11,29,26,34,31,0,0,1,0,0,0,3,2,1,1,0,0-1
2,30,28,5,6,1,1,1,0,2,2,1,1,0,0,3,4,0,1,0,7,10,10,15,15,5,5,0,4,2,2,11,9,39,24,38,31,0,0,0,0,0,1,0,1,0,0,2,1-0
-5,14,19,5,5,0,0,0,0,0,1,1,1,0,0,4,4,1,1,19,9,8,8,17,17,8,9,0,0,1,4,6,14,24,37,24,38,0,2,0,0,0,0,3,3,1,0,2,1-0
4,27,23,5,6,1,0,0,1,2,1,1,1,0,0,4,4,1,1,8,7,9,12,16,13,6,6,1,0,3,2,12,7,41,26,39,28,0,2,1,2,0,1,2,3,2,0,3,0-1
-10,13,23,5,6,0,1,1,0,1,1,0,1,0,0,4,4,0,0,0,0,6,3,19,22,6,8,3,4,2,3,12,10,29,40,32,37,2,0,0,0,1,3,5,3,3,2,2,0-1
-1,10,11,5,6,0,0,0,0,1,1,0,0,0,0,4,4,1,0,10,0,8,8,17,17,8,9,2,2,2,3,8,8,6,23,23,27,2,0,2,1,0,1,3,3,1,1,2,0-1
-1,28,29,6,7,0,1,1,0,2,2,1,1,0,0,4,4,1,1,5,5,5,9,20,16,4,5,1,2,1,3,8,12,34,41,34,37,0,0,2,0,0,0,2,1,2,2,2,1/2-1/2
-2,26,28,4,6,1,0,0,1,2,2,1,1,0,0,4,4,1,1,12,11,10,6,15,19,5,7,0,4,2,3,9,11,1,42,32,39,0,0,2,1,0,1,1,3,4,0,2,0-1
-2,13,15,5,7,0,0,1,1,1,1,0,0,0,0,4,4,1,1,16,16,12,6,13,19,6,8,0,1,2,2,6,9,17,25,24,30,0,0,0,0,0,1,3,4,3,1,1,1/2-1/2
0,26,26,7,7,0,0,0,0,2,2,1,1,0,0,4,4,1,1,6,9,4,8,21,17,5,5,0,0,4,2,12,9,46,34,35,33,0,0,0,0,0,0,3,4,0,1,3,0-1
-2,13,15,5,5,0,0,1,0,1,2,0,0,0,0,3,4,1,1,8,11,7,5,18,20,8,8,3,0,0,2,4,7,17,25,22,25,0,0,0,2,0,0,3,3,0,0,2,1/2-1/2
-2,29,31,6,6,2,1,1,1,1,2,1,1,0,0,4,4,1,1,9,21,9,12,16,13,4,4,0,0,3,4,10,10,34,34,36,36,0,0,0,1,0,0,2,3,1,0,1,1-0
2,19,17,6,4,1,0,0,1,2,2,0,0,0,0,4,4,1,1,14,15,5,11,20,14,8,6,0,0,2,2,10,6,26,29,32,31,0,0,0,1,2,1,3,3,1,0,2,0-1
-4,21,25,4,6,1,2,0,1,1,2,1,0,0,0,4,3,1,1,16,7,12,7,13,18,4,8,2,1,2,3,7,9,34,41,33,39,0,0,1,1,0,2,3,3,0,1,2,1-0
-8,22,30,6,7,1,2,1,1,2,1,0,1,0,0,4,4,1,1,8,13,8,6,17,19,3,5,0,0,3,3,10,13,27,46,31,44,0,0,0,0,0,0,3,3,1,0,1,1-0
0,30,30,5,8,1,1,1,0,2,2,1,1,0,0,4,4,1,1,5,5,8,5,17,20,3,5,0,3,3,3,10,11,2,44,34,39,0,2,0,0,0,2,0,3,4,0,2,0-1
-3,18,21,4,5,1,1,2,1,1,2,0,0,1,0,4,4,1,1,10,7,8,9,17,16,6,7,0,2,1,1,10,9,33,34,35,33,0,0,0,0,0,1,1,2,1,0,3,0-1
0,28,28,6,6,0,1,1,0,2,2,1,1,0,0,4,4,1,0,9,0,8,8,17,17,5,5,2,0,2,3,12,9,48,32,44,33,0,0,0,0,0,0,3,3,0,3,1,1/2-1/2
4,28,24,6,5,1,0,0,0,2,2,1,1,0,0,4,4,1,1,9,14,7,9,18,16,7,5,1,2,3,2,10,9,30,34,29,30,0,0,0,2,0,0,2,1,0,0,2,1-0
10,31,21,6,7,1,0,1,0,2,1,1,1,0,0,3,4,1,1,10,6,5,8,20,17,6,4,1,0,3,3,10,11,32,36,35,36,0,0,1,0,0,0,3,2,2,1,0,1-0
0,14,14,4,4,0,0,0,0,2,2,0,0,0,0,4,4,0,1,0,17,7,10,18,15,9,9,0,2,2,0,6,6,23,31,27,31,0,0,0,1,1,1,3,1,3,2,2,1-0
-1,23,24,4,5,0,0,0,0,2,2,1,1,0,0,4,4,1,1,11,7,14,8,11,17,7,8,0,0,3,2,12,8,36,34,35,36,0,2,2,0,1,1,2,2,1,2,2,1/2-1/2
7,28,21,5,5,1,1,2,1,1,2,1,0,1,0,4,3,1,0,11,0,3,5,22,20,6,5,10,1,3,2,14,7,46,24,40,28,0,0,2,0,0,0,3,1,0,3,2,1-0
-8,8,16,3,5,0,0,0,2,1,1,0,0,0,1,4,4,1,1,6,21,8,5,17,20,7,11,1,2,1,2,3,12,17,36,19,34,0,0,1,1,0,1,1,2,3,0,1,0-1
0,23,23,6,6,1,0,0,1,1,1,1,1,0,0,3,4,1,1,13,9,8,7,17,18,6,6,0,4,2,3,7,10,18,38,26,38,0,0,1,0,0,0,3,4,2,0,0,0-1
1,22,21,6,5,1,1,1,1,2,2,0,0,0,0,4,4,0,1,0,12,11,5,14,20,6,5,0,2,3,3,12,9,40,30,39,25,0,0,0,2,0,0,3,3,1,0,2,0-1
-8,14,22,6,5,1,1,0,0,1,1,0,1,0,0,4,4,1,1,5,11,8,3,17,22,7,7,1,0,2,3,6,10,22,51,23,35,0,0,0,2,0,0,3,2,1,0,2,0-1
0,18,18,5,5,0,0,1,1,2,2,0,0,0,0,4,4,1,0,7,0,9,7,16,18,7,7,3,0,4,2,11,9,27,39,30,32,0,0,0,1,0,0,3,4,1,2,1,0-1
5,24,19,5,6,0,0,0,1,2,2,1,0,0,0,4,4,1,0,18,0,4,7,21,18,6,7,1,0,2,3,8,10,35,37,32,32,0,0,1,0,0,0,2,4,0,1,2,1-0
-1,10,11,5,6,0,0,0,0,1,1,0,0,0,0,4,4,1,1,17,13,5,5,20,20,8,9,3,1,2,4,6,10,21,25,22,25,0,0,0,0,0,0,3,3,1,3,2,1-0
4,18,14,3,5,1,0,1,0,0,0,1,1,0,0,4,4,1,1,7,5,7,4,18,21,9,9,0,6,3,3,11,9,2,25,34,27,0,0,1,1,0,2,0,2,3,2,2,1/2-1/2
2,17,15,4,5,0,0,1,0,2,2,0,0,0,0,4,4,1,0,4,0,9,9,16,16,8,8,1,1,0,3,6,11,32,28,29,34,0,0,0,3,0,1,2,3,2,4,2,1-0
-9,11,20,6,7,0,0,0,1,1,2,0,0,0,0,4,4,1,1,12,13,6,7,19,18,5,8,1,1,3,3,5,8,12,28,16,33,0,2,2,1,0,0,3,2,3,0,2,0-1
9,27,18,5,5,1,1,0,0,2,2,1,0,0,0,4,4,1,0,4,0,5,5,20,20,7,6,4,2,2,4,10,9,35,35,35,32,0,0,0,0,0,0,0,5,2,3,2,0-1
2,22,20,5,6,1,0,0,0,1,1,1,1,0,0,4,4,1,1,6,17,8,7,17,18,7,7,1,0,4,3,12,9,41,25,40,29,0,2,0,3,0,0,3,3,1,2,0,1-0
-1,31,32,6,7,1,0,1,2,2,2,1,1,0,1,4,3,1,1,4,8,12,6,13,19,3,4,0,1,3,2,11,11,39,35,35,40,0,0,0,0,0,0,2,3,1,0,2,1-0
3,21,18,5,5,1,1,1,0,2,2,0,0,0,0,4,4,1,1,10,10,9,5,16,20,7,6,3,0,1,2,7,9,32,34,32,29,0,0,2,1,0,0,3,2,1,1,2,1-0
-6,23,29,6,7,1,0,0,1,1,2,1,1,0,0,4,4,1,1,13,6,8,9,17,16,4,6,0,0,3,4,11,9,37,28,33,35,0,0,1,1,0,0,2,3,0,0,2,0-1
1,27,26,5,6,1,1,0,1,2,1,1,1,0,0,4,4,1,1,5,18,10,8,15,17,5,6,0,1,4,4,12,14,8,52,39,42,0,0,2,0,0,0,3,4,1,2,2,1-0
0,30,30,5,5,1,1,1,1,2,2,1,1,0,0,4,4,1,1,14,19,8,8,17,17,5,5,2,1,3,1,13,10,47,48,43,36,0,0,1,1,0,0,2,3,2,3,2,0-1
1,20,19,6,5,2,2,1,1,1,1,0,0,0,0,4,3,1,0,8,0,5,4,20,21,6,5,3,2,4,3,9,10,29,28,30,30,0,0,1,0,1,0,1,2,2,1,2,0-1
-3,19,22,5,5,0,0,0,1,1,1,1,1,0,0,4,3,1,0,11,0,6,7,19,18,7,8,7,2,3,3,8,11,38,31,35,33,0,2,1,3,0,0,2,2,1,6,2,1-0
-3,24,27,5,5,2,2,1,2,2,2,0,0,0,1,4,3,1,1,13,13,11,7,14,18,4,5,2,0,2,3,10,10,40,40,40,39,0,0,1,0,1,0,3,2,2,3,2,1/2-1/2
-1,18,19,5,6,1,1,0,0,2,2,0,0,0,0,4,4,0,0,0,0,10,8,15,17,6,7,0,3,3,3,8,7,4,29,27,29,0,0,1,1,0,2,2,3,0,1,2,1-0
2,27,25,5,5,0,0,1,2,2,1,1,1,0,1,4,4,1,1,5,19,8,9,17,16,6,6,2,0,4,3,13,11,43,38,40,38,2,2,0,2,2,2,2,2,2,1,2,1-0
0,30,30,5,8,1,0,1,1,2,2,1,1,0,0,3,4,0,1,0,5,4,9,21,16,3,5,1,4,3,3,10,11,34,40,40,42,2,0,0,0,0,3,5,2,4,1,2,0-1
-4,25,29,5,6,1,1,1,2,1,1,1,1,0,1,4,4,1,1,8,7,9,9,16,16,4,6,0,0,3,4,11,12,26,40,32,42,0,0,0,0,0,1,3,3,1,0,1,1-0
0,29,29,7,7,0,0,1,1,2,2,1,1,0,0,4,4,1,1,13,16,8,10,17,15,4,4,0,0,4,4,13,11,37,32,35,35,0,0,0,0,0,0,2,3,0,0,2,0-1
-3,15,18,5,5,0,0,0,1,2,2,0,0,0,0,4,4,1,1,5,13,9,7,16,18,7,8,1,1,0,3,3,11,16,34,21,36,0,0,0,2,0,0,2,3,3,0,2,0-1
0,19,19,6,6,0,0,1,1,2,2,0,0,0,0,4,4,0,1,0,19,8,10,17,15,6,6,0,5,3,3,8,9,30,34,32,33,0,2,1,0,1,0,3,4,6,1,2,1-0
-1,23,24,6,7,1,1,0,0,1,1,1,1,0,0,4,4,1,1,17,14,7,9,18,16,5,6,1,1,3,2,10,8,39,27,34,31,2,2,2,1,0,1,4,1,2,0,3,1-0
-8,20,28,6,6,0,1,0,0,1,2,1,1,0,0,4,4,1,1,5,20,7,8,18,17,5,7,0,1,3,3,10,9,30,28,29,33,0,0,0,0,0,1,3,2,0,1,2,1-0
1,23,22,7,6,0,1,2,1,2,2,0,0,1,0,4,3,1,0,13,0,7,8,18,17,5,4,4,0,4,3,11,6,39,17,35,24,0,0,0,0,1,0,1,3,0,2,2,1-0
0,17,17,5,5,0,1,1,0,0,0,1,1,0,0,4,4,1,1,5,13,8,5,17,20,8,8,0,0,2,3,10,13,37,37,36,35,0,2,0,2,0,0,3,2,1,1,2,1-0
0,28,28,6,6,1,1,0,0,2,2,1,1,0,0,4,4,1,1,5,12,11,7,14,18,5,5,0,0,4,3,13,11,35,36,38,36,0,2,1,1,0,0,3,3,1,0,2,1-0
1,32,31,7,6,2,1,0,1,2,2,1,1,0,0,4,4,1,1,4,14,8,10,17,15,4,3,0,0,3,2,13,10,46,32,39,32,0,0,0,0,1,0,3,2,0,1,2,1-0
-3,25,28,5,6,1,1,1,0,1,2,1,1,0,0,4,4,0,1,0,12,5,9,20,16,5,6,0,1,4,3,13,10,42,39,36,39,0,0,0,0,0,0,3,3,3,0,2,0-1
0,17,17,4,4,1,1,0,0,2,2,0,0,0,0,4,4,1,1,24,11,8,9,17,16,8,8,3,0,1,2,10,8,37,26,34,28,0,0,2,1,0,0,2,1,1,4,3,0-1
-4,30,34,5,6,2,1,0,2,2,2,1,1,0,1,4,4,1,0,7,0,7,12,18,13,3,5,0,0,2,4,11,11,37,33,37,36,0,2,0,3,0,1,2,2,1,2,2,0-1
-1,14,15,6,4,0,0,1,2,1,1,0,0,0,1,4,3,0,1,0,6,10,7,15,18,8,7,1,1,3,2,11,7,26,30,29,26,0,0,0,0,0,0,4,2,5,1,4,0-1
-5,13,18,3,4,0,0,0,0,2,1,0,1,0,0,4,4,1,1,13,12,10,10,15,15,9,10,3,2,0,3,4,12,4,43,19,37,0,0,1,2,1,2,1,3,2,0,1,0-1
-2,22,24,5,7,0,0,1,1,1,1,1,1,0,0,4,4,1,1,14,6,8,8,17,17,5,7,0,6,4,3,9,12,29,45,31,39,0,0,0,0,0,1,2,2,3,0,2,0-1
5,23,18,6,8,0,0,1,0,1,2,1,0,0,0,4,4,1,1,5,5,5,6,20,19,5,6,0,1,3,2,10,9,2,28,31,29,0,4,0,0,0,0,1,2,1,1,2,0-1
-2,25,27,6,8,0,0,0,0,2,2,1,1,0,0,4,4,1,1,5,9,7,7,18,18,4,6,0,1,3,3,10,11,32,29,34,33,0,2,0,0,0,1,0,3,0,0,2,0-1
1,18,17,4,6,0,0,0,2,1,1,1,0,0,1,4,3,1,1,17,19,6,6,19,19,6,9,2,2,2,2,11,9,35,23,31,26,0,0,1,1,0,1,3,3,1,1,2,1-0
-8,12,20,3,6,0,0,0,0,0,1,1,1,0,0,4,4,1,1,5,5,7,9,18,16,7,11,1,3,3,3,9,9,17,37,24,39,2,0,3,0,0,1,3,2,6,0,2,0-1
0,25,25,6,6,2,1,1,2,2,2,0,0,0,1,4,4,1,1,5,13,8,9,17,16,4,4,0,0,4,3,11,9,37,30,38,32,0,0,2,0,0,0,3,3,1,0,2,0-1
3,29,26,6,6,1,2,2,0,1,1,1,1,1,0,4,4,1,1,10,21,6,7,19,18,5,4,0,1,3,2,11,9,49,31,39,36,0,0,1,0,0,0,3,4,0,2,1,1-0
-1,25,26,5,6,1,1,1,1,1,1,1,1,0,0,4,4,1,1,6,6,7,8,18,17,5,6,0,1,4,2,13,9,46,38,37,36,0,0,0,0,0,0,2,3,1,3,0,0-1
-6,17,23,5,6,1,0,0,1,0,1,1,1,0,0,4,4,1,1,7,7,10,5,15,20,6,8,0,3,2,2,6,9,18,43,24,38,0,0,1,0,0,0,1,3,1,0,2,0-1
-7,16,23,4,6,1,0,0,1,0,1,1,1,0,0,3,4,1,1,14,12,9,7,16,18,6,9,0,1,2,4,6,13,24,47,26,43,0,0,0,0,0,2,2,3,3,2,3,0-1
0,13,13,4,5,0,0,0,1,0,1,1,0,0,0,4,4,1,1,10,7,7,8,18,17,8,10,0,1,2,3,7,9,25,26,27,29,0,2,1,2,0,1,2,2,1,0,2,1-0
-5,20,25,3,5,0,1,1,1,1,1,1,1,0,0,4,4,0,1,0,10,7,7,18,18,6,9,0,2,3,3,8,12,29,41,29,39,0,0,0,0,0,1,1,4,4,1,2,0-1
