material_diff,white_material,black_material,white_pawns,black_pawns,white_knights,black_knights,white_bishops,black_bishops,white_rooks,black_rooks,white_queens,black_queens,white_bishop_pair,black_bishop_pair,white_developed,black_developed,white_castled,black_castled,white_castled_on_move,black_castled_on_move,pawn_moves_white,pawn_moves_black,piece_moves_white,piece_moves_black,captures_white,captures_black,checks_white,checks_black,center_control_white,center_control_black,ext_center_white,ext_center_black,white_mobility,black_mobility,white_attacked_squares,black_attacked_squares,white_doubled_pawns,black_doubled_pawns,white_isolated_pawns,black_isolated_pawns,white_passed_pawns,black_passed_pawns,white_king_safety,black_king_safety,white_king_exposure,black_king_exposure,eco_category,result
1,19,18,5,4,0,0,0,0,1,1,1,1,0,0,4,4,1,1,11,8,8,11,17,14,9,8,3,0,3,4,10,11,31,31,33,33,0,0,0,2,0,0,2,2,2,1,0,1-0
2,32,30,7,5,1,1,1,1,2,2,1,1,0,0,4,3,1,1,13,10,9,9,16,16,5,3,0,1,3,3,12,10,40,31,37,33,2,0,1,1,0,0,3,2,0,1,0,1-0
-1,23,24,6,4,0,0,1,2,1,1,1,1,0,1,4,4,1,1,6,11,7,9,18,16,7,6,0,0,3,4,11,12,35,38,35,36,0,0,0,0,0,0,3,2,2,2,0,1-0
-1,19,20,6,7,1,1,0,0,2,2,0,0,0,0,4,4,1,1,6,7,11,6,14,19,5,6,0,1,3,3,8,8,27,25,28,26,0,0,1,0,0,0,3,2,0,0,0,1-0
3,23,20,7,4,1,0,1,2,2,2,0,0,0,1,4,4,1,1,5,15,8,10,17,15,7,4,1,0,3,4,9,9,29,27,33,29,0,0,0,0,2,0,4,3,1,0,0,1-0
-2,28,30,6,5,0,1,1,1,2,2,1,1,0,0,4,3,1,1,10,9,10,9,15,16,5,5,0,0,2,3,10,10,41,34,36,32,2,0,2,1,2,0,2,0,0,3,1,1-0
-1,17,18,4,5,1,1,0,0,2,2,0,0,0,0,4,4,1,1,11,10,10,11,15,14,7,8,2,0,2,2,4,8,30,27,27,28,0,2,1,2,0,1,2,2,0,0,0,1-0
0,20,20,3,6,1,0,0,0,1,1,1,1,0,0,4,4,1,1,10,6,6,11,19,14,7,9,1,0,3,3,7,9,24,31,26,33,0,0,0,0,0,2,3,2,1,0,1,1-0
0,29,29,7,4,1,1,0,1,2,2,1,1,0,0,4,4,1,0,10,0,5,9,20,16,6,4,2,0,2,2,10,6,39,29,39,25,0,0,0,1,2,0,3,3,0,0,0,0-1
-1,28,29,5,7,2,1,1,0,1,2,1,1,0,0,4,3,0,1,0,22,9,8,16,17,4,5,0,1,2,3,10,9,38,27,31,35,0,0,1,0,0,0,2,3,1,1,0,1-0
-1,18,19,5,6,0,0,1,1,2,2,0,0,0,0,4,4,1,1,14,10,11,7,14,18,6,7,0,0,2,2,6,11,32,40,32,34,0,0,0,1,0,1,1,3,0,0,0,0-1
1,31,30,6,5,1,1,1,1,2,2,1,1,0,0,3,4,1,1,7,13,6,7,19,18,5,4,1,0,4,3,11,13,35,49,34,40,0,0,2,0,0,0,2,2,0,1,0,1-0
1,30,29,5,4,1,1,1,1,2,2,1,1,0,0,4,3,1,1,11,9,11,11,14,14,6,5,3,1,3,3,12,11,40,36,40,36,2,0,0,2,1,1,2,2,1,6,2,0-1
-1,22,23,5,6,0,1,1,0,1,1,1,1,0,0,4,4,1,1,17,7,7,8,18,17,6,7,1,1,3,3,11,14,30,48,34,41,0,0,2,1,0,0,3,3,3,0,2,1-0
0,23,23,6,6,1,1,0,0,1,1,1,1,0,0,4,4,1,1,8,18,6,7,19,18,6,6,0,1,2,3,13,8,3,35,32,38,0,0,1,2,0,0,3,4,1,0,1,1-0
0,29,29,7,7,0,1,1,0,2,2,1,1,0,0,4,4,0,1,0,17,10,7,15,18,4,4,0,0,3,4,11,13,32,34,33,35,2,0,0,0,0,0,2,3,0,0,0,1-0
0,27,27,5,7,1,2,0,0,2,1,1,1,0,0,4,2,0,1,0,12,13,13,12,12,4,6,0,1,2,2,8,10,46,31,38,32,0,2,0,2,2,4,3,3,2,1,0,1-0
0,12,12,4,4,0,1,1,0,1,1,0,0,0,0,4,4,0,1,0,11,9,6,16,19,9,9,0,4,3,1,8,6,26,20,27,22,0,0,1,0,0,0,2,2,2,1,0,1-0
-2,26,28,6,6,1,1,1,0,1,2,1,1,0,0,3,4,1,1,8,15,9,5,16,20,5,5,0,1,3,3,12,9,2,45,37,43,0,0,0,0,0,0,4,3,1,1,0,1-0
4,30,26,5,6,1,1,1,1,2,1,1,1,0,0,4,4,1,1,4,4,8,6,17,19,5,5,0,0,2,3,9,11,37,31,34,31,0,0,1,0,1,1,2,2,0,0,0,1-0
2,19,17,6,7,1,0,0,0,2,2,0,0,0,0,4,4,1,1,12,12,6,12,19,13,6,6,4,0,1,2,6,9,23,26,25,27,0,0,0,1,0,0,3,3,0,0,0,0-1
0,18,18,7,5,1,0,1,1,1,2,0,0,0,0,4,4,0,1,0,15,9,7,16,18,7,5,0,2,3,2,10,8,3,33,35,31,0,0,0,0,0,0,3,3,1,1,2,1-0
-1,27,28,5,6,0,1,1,0,2,2,1,1,0,0,3,4,1,1,7,10,12,5,13,20,5,6,2,0,3,4,10,14,33,45,34,37,2,0,2,0,1,2,3,2,0,0,0,0-1
-2,20,22,4,6,1,0,1,2,2,2,0,0,0,1,4,4,0,1,0,11,12,6,13,19,5,7,1,6,1,1,9,8,6,35,26,34,0,0,0,1,0,2,0,3,3,2,2,0-1
1,24,23,5,4,0,0,0,0,2,2,1,1,0,0,4,4,1,0,9,0,8,13,17,12,8,7,1,1,3,2,12,6,40,19,39,26,0,0,0,1,1,1,3,2,0,1,2,0-1
0,22,22,5,5,1,1,0,0,1,1,1,1,0,0,4,4,1,1,8,17,9,9,16,16,7,7,0,1,3,3,11,9,34,33,35,34,0,0,0,0,0,0,3,4,0,1,1,1-0
-3,28,31,6,6,0,2,1,0,2,2,1,1,0,0,4,4,1,1,6,10,10,8,15,17,4,5,1,0,3,3,12,13,38,42,40,39,2,0,0,1,0,1,3,2,0,0,0,0-1
-1,20,21,4,5,1,1,1,1,2,2,0,0,0,0,3,4,1,1,9,8,14,7,11,18,6,7,0,0,1,3,6,10,20,38,26,35,0,0,0,1,0,1,2,2,0,0,0,0-1
1,28,27,6,5,1,1,0,0,2,2,1,1,0,0,4,4,1,1,11,8,8,8,17,17,6,5,0,1,4,1,13,6,36,31,37,31,0,0,0,1,1,1,3,4,0,0,1,1-0
-5,18,23,4,4,0,0,0,0,1,2,1,1,0,0,4,4,1,1,9,9,13,4,12,21,8,9,1,1,2,3,9,8,33,45,33,34,0,0,1,1,2,2,2,3,0,1,0,0-1
-1,25,26,5,6,1,1,1,1,1,1,1,1,0,0,4,4,1,1,8,5,10,8,15,17,5,6,1,0,3,3,13,12,32,36,38,38,0,0,0,0,1,2,4,2,1,2,0,0-1
-2,22,24,5,4,1,1,0,1,1,1,1,1,0,0,4,4,0,0,0,0,11,6,14,19,7,7,1,2,4,2,14,9,32,38,35,35,0,0,0,0,0,0,2,2,1,2,1,1-0
-4,16,20,3,7,0,0,1,1,2,2,0,0,0,0,3,4,1,1,5,19,12,11,13,14,5,9,0,1,2,3,6,8,28,27,29,31,0,0,3,0,0,1,2,3,0,2,0,0-1
1,31,30,6,5,1,1,1,1,2,2,1,1,0,0,4,3,1,0,11,0,8,9,17,16,5,4,2,1,2,4,10,13,44,35,42,34,0,0,0,2,0,0,3,3,0,1,0,1-0
-7,18,25,4,6,0,0,0,0,1,2,1,1,0,0,4,4,1,1,5,20,7,7,18,18,6,9,0,0,2,2,8,12,26,39,26,43,0,0,1,1,0,1,1,4,0,0,2,0-1
2,19,17,5,6,1,1,2,1,1,1,0,0,1,0,4,4,0,1,0,22,7,9,18,16,6,6,0,5,3,1,11,7,41,23,35,25,0,0,2,0,0,0,3,3,0,0,2,1/2-1/2
-4,11,15,3,5,0,0,1,0,1,2,0,0,0,0,4,4,1,1,14,8,9,11,16,14,8,10,1,0,2,3,5,7,21,27,23,28,0,0,3,0,0,1,2,3,2,2,0,0-1
-6,26,32,7,7,1,1,2,1,2,2,0,1,1,0,4,4,1,1,17,15,10,11,15,14,3,3,0,1,3,3,11,9,36,29,33,30,0,0,0,0,0,0,2,2,0,2,0,0-1
1,20,19,7,6,0,1,1,0,2,2,0,0,0,0,4,4,1,1,12,7,6,10,19,15,6,5,0,0,3,3,13,8,34,30,33,33,2,0,0,0,0,0,3,3,0,1,0,1-0
-4,29,33,4,8,1,1,1,1,2,2,1,1,0,0,4,4,1,1,8,16,8,7,17,18,2,6,0,2,4,4,11,12,44,36,34,37,0,0,1,0,0,2,1,2,0,1,2,0-1
-5,15,20,5,7,0,0,0,1,2,2,0,0,0,0,4,4,1,1,8,9,7,10,18,15,5,8,2,1,2,3,7,7,14,28,20,30,0,4,2,4,0,0,1,3,3,1,2,0-1
-2,23,25,6,5,1,2,0,0,1,1,1,1,0,0,4,4,1,1,24,5,11,8,14,17,6,6,0,0,3,4,11,12,41,34,39,35,0,0,1,1,1,0,4,3,0,1,0,1-0
0,24,24,5,5,0,0,0,0,2,2,1,1,0,0,4,4,1,1,5,7,8,10,17,15,7,7,1,3,3,2,9,9,44,28,40,31,0,0,1,0,0,0,3,3,0,2,0,1-0
-2,25,27,5,4,1,1,1,2,1,1,1,1,0,1,4,4,1,1,22,23,11,11,14,14,6,6,0,1,4,3,10,11,39,38,36,35,0,0,2,0,2,1,2,3,0,0,2,0-1
-8,14,22,4,6,0,1,0,1,2,2,0,0,0,0,4,4,1,0,5,0,3,6,22,19,5,9,2,1,1,1,8,8,25,30,25,30,0,0,1,1,0,1,3,3,2,0,2,1-0
-1,25,26,5,6,1,1,1,1,1,1,1,1,0,0,3,3,0,0,0,0,7,8,18,17,5,6,0,3,3,3,12,10,39,31,35,33,2,2,1,2,0,1,4,4,0,0,0,0-1
-2,31,33,6,5,1,1,1,2,2,2,1,1,0,1,4,4,1,1,13,12,11,6,14,19,4,4,0,0,2,3,9,13,34,44,39,44,0,0,0,1,2,1,2,4,1,0,0,0-1
1,25,24,6,5,0,0,0,0,2,2,1,1,0,0,4,4,1,0,19,0,8,11,17,14,7,6,3,0,1,2,10,9,32,26,36,28,0,2,1,1,1,0,4,1,0,0,0,1-0
2,30,28,5,5,1,1,1,2,2,1,1,1,0,1,4,3,1,1,15,11,9,8,16,17,5,5,1,1,2,3,9,12,44,41,36,34,0,0,2,2,0,0,3,3,1,1,0,1-0
-6,14,20,4,4,0,1,0,1,2,2,0,0,0,0,4,4,1,1,11,12,6,10,19,15,7,9,0,0,2,0,6,4,30,26,29,25,0,0,1,1,1,1,3,3,0,1,0,1-0
1,27,26,5,4,1,0,0,1,2,2,1,1,0,0,4,3,1,1,9,16,9,9,16,16,7,6,1,0,3,1,13,7,42,36,38,32,0,0,1,1,1,1,4,2,0,1,0,1-0
-1,28,29,6,7,0,0,1,1,2,2,1,1,0,0,4,4,1,0,11,0,5,11,20,14,4,5,0,1,3,2,10,7,35,30,35,32,2,0,2,0,0,0,4,2,0,2,2,1-0
-1,31,32,6,7,1,0,1,2,2,2,1,1,0,1,4,4,1,1,8,10,11,6,14,19,3,4,0,0,2,4,8,14,31,42,31,39,0,0,1,0,0,0,2,3,2,0,0,0-1
0,23,23,7,7,0,1,2,1,2,2,0,0,1,0,4,4,1,1,10,9,7,9,18,16,4,4,0,1,3,2,12,11,25,31,30,32,0,0,0,0,0,0,4,4,3,0,1,1-0
-1,24,25,5,6,0,0,0,0,2,2,1,1,0,0,4,4,1,1,15,13,10,9,15,16,6,7,2,0,3,3,10,12,28,34,32,32,2,2,5,2,0,0,3,2,0,0,0,1-0
0,17,17,6,6,2,1,0,1,1,1,0,0,0,0,4,4,1,1,15,6,8,7,17,18,6,6,1,0,3,2,9,9,25,28,28,30,0,0,1,0,0,0,4,3,0,0,0,0-1
-2,24,26,5,7,0,0,0,0,2,2,1,1,0,0,4,4,1,1,9,8,8,6,17,19,5,7,0,0,2,2,10,10,34,41,36,38,0,0,1,0,0,1,3,4,1,1,2,1-0
-2,16,18,6,5,0,1,0,0,2,2,0,0,0,0,4,4,1,1,15,8,9,8,16,17,7,7,1,0,2,2,6,7,24,29,27,31,2,0,2,2,1,1,4,3,0,0,0,1-0
-3,14,17,6,6,0,2,1,0,1,1,0,0,0,0,4,4,1,1,12,18,6,9,19,16,6,7,0,5,3,3,10,14,3,27,30,33,0,0,0,0,0,0,2,4,5,0,0,1-0
0,21,21,8,8,1,1,0,0,2,2,0,0,0,0,4,4,1,0,10,0,12,6,13,19,4,4,0,0,2,3,5,9,22,27,27,31,2,2,0,0,0,0,1,4,0,1,0,1/2-1/2
0,24,24,5,5,0,0,0,0,2,2,1,1,0,0,4,4,1,1,5,16,11,11,14,14,7,7,1,0,1,3,8,11,29,33,34,33,0,2,2,0,2,0,3,2,1,0,0,1-0
-11,14,25,3,3,0,0,2,1,1,2,0,1,1,0,4,4,1,0,16,0,11,6,14,19,8,9,2,0,2,3,9,7,26,26,28,32,2,0,3,3,1,2,2,1,1,2,0,0-1
-12,10,22,5,5,0,1,0,0,1,1,0,1,0,0,4,4,1,1,5,11,8,10,17,15,7,9,0,0,2,3,8,13,17,31,22,36,0,0,0,1,0,0,4,2,0,0,0,0-1
-7,22,29,5,4,1,1,0,1,1,2,1,1,0,0,4,4,1,1,9,24,11,9,14,16,6,7,2,1,4,2,13,10,34,45,36,37,2,0,5,0,0,0,1,2,2,0,0,1/2-1/2
-2,27,29,5,7,1,1,0,0,2,2,1,1,0,0,4,4,1,1,13,16,7,6,18,19,4,6,1,1,2,3,11,13,39,36,36,42,0,0,0,0,0,0,2,3,1,1,0,1-0
1,11,10,6,5,0,0,0,0,1,1,0,0,0,0,4,4,1,1,16,13,7,8,18,17,9,8,0,1,2,2,9,5,22,18,22,21,0,0,1,0,1,0,3,2,0,0,0,1/2-1/2
1,24,23,5,3,0,0,0,2,2,1,1,1,0,1,4,4,1,0,13,0,7,9,18,16,8,7,5,0,4,2,12,11,41,41,42,36,0,0,2,0,2,0,3,3,1,3,0,1-0
1,28,27,6,5,1,0,0,1,2,2,1,1,0,0,4,4,1,1,8,15,7,8,18,17,6,5,0,1,3,2,14,8,51,36,42,32,0,0,1,2,0,0,3,3,0,2,0,0-1
1,16,15,7,5,0,0,0,0,0,2,1,0,0,0,4,4,1,1,10,16,8,5,17,20,8,7,1,2,4,2,11,8,36,28,31,27,0,0,0,0,1,0,4,3,0,2,0,1-0
3,13,10,5,2,1,1,0,0,1,1,0,0,0,0,4,4,1,1,13,19,6,8,19,17,11,8,3,2,0,2,9,6,2,25,30,23,0,0,0,0,3,0,2,2,1,0,1,1-0
2,22,20,5,6,1,0,0,0,1,1,1,1,0,0,4,4,1,1,8,9,8,11,17,14,7,7,1,0,3,3,13,7,43,22,38,26,0,2,2,1,1,0,2,4,0,1,1,0-1
-5,24,29,5,6,0,2,0,1,2,1,1,1,0,0,4,3,1,0,14,0,10,13,15,12,4,7,1,0,2,2,8,12,24,42,31,39,0,0,0,2,0,2,4,3,1,0,0,0-1
2,30,28,5,6,1,0,1,1,2,2,1,1,0,0,4,4,1,1,5,20,8,6,17,19,5,5,1,1,2,3,9,11,4,41,35,39,0,0,2,0,0,0,2,3,1,1,0,0-1
-2,23,25,4,6,0,0,0,0,2,2,1,1,0,0,4,4,0,1,0,8,11,11,14,14,6,8,0,1,3,3,9,11,32,43,31,40,0,2,0,0,0,2,2,4,1,0,0,1-0
-1,19,20,5,6,0,0,0,0,1,1,1,1,0,0,4,4,1,1,12,13,7,7,18,18,7,8,1,0,3,3,11,8,31,32,34,34,0,0,2,0,0,0,3,3,1,1,1,0-1
0,27,27,5,5,0,0,1,1,2,2,1,1,0,0,4,4,1,1,11,11,6,8,19,17,6,6,0,0,2,2,9,9,43,33,39,36,0,0,1,1,0,0,3,3,1,3,0,0-1
0,10,10,5,5,0,0,0,0,1,1,0,0,0,0,4,4,1,1,10,15,7,10,18,15,9,9,3,1,0,1,7,3,22,23,24,22,2,0,0,3,0,1,2,2,0,3,0,0-1
-1,27,28,5,6,1,1,0,0,2,2,1,1,0,0,4,4,1,1,10,8,6,10,19,15,5,6,0,1,3,1,12,7,41,30,38,35,0,0,0,2,0,2,3,4,0,1,0,0-1
-5,18,23,5,4,1,0,0,0,2,2,0,1,0,0,4,4,1,1,8,8,5,5,20,20,8,7,2,0,0,2,6,10,24,33,29,33,0,0,2,1,1,0,3,3,1,0,0,0-1
0,14,14,6,6,0,0,1,1,1,1,0,0,0,0,4,4,1,1,12,6,4,9,21,16,7,7,1,2,2,2,8,10,30,22,26,26,0,0,0,1,0,0,3,2,1,1,0,0-1
5,20,15,6,5,0,0,0,0,1,2,1,0,0,0,4,4,1,1,6,21,9,8,16,17,8,7,1,0,2,2,10,8,35,27,35,30,2,0,2,1,1,0,3,4,2,1,2,1-0
-6,19,25,6,6,1,1,0,2,2,2,0,0,0,1,4,3,1,0,5,0,6,9,19,16,4,6,5,0,3,3,11,9,35,20,33,33,0,0,1,1,0,0,2,3,0,4,2,0-1
-1,29,30,4,5,1,0,1,2,2,2,1,1,0,1,4,4,1,1,10,12,8,8,17,17,5,6,2,0,3,3,12,12,41,44,39,38,0,0,0,1,0,1,2,2,2,1,0,1-0
-4,24,28,5,6,0,1,0,0,2,2,1,1,0,0,4,4,1,1,8,12,7,8,18,17,5,7,0,1,2,4,9,12,32,43,32,41,0,0,0,0,0,0,2,3,1,1,0,0-1
1,25,24,5,5,2,0,0,0,1,2,1,1,0,0,3,4,1,1,5,12,8,8,17,17,7,6,0,0,3,2,8,9,33,33,34,36,0,0,0,0,0,0,4,4,0,0,0,1-0
7,30,23,5,6,0,1,2,0,2,1,1,1,1,0,4,3,0,1,0,11,6,8,19,17,6,5,7,2,1,3,7,9,46,10,41,28,0,2,2,2,1,0,3,4,0,5,1,1-0
-4,26,30,4,5,0,1,1,1,2,2,1,1,0,0,4,4,0,1,0,8,7,10,18,15,5,7,0,3,3,3,10,11,35,42,38,39,0,0,0,2,0,1,2,3,5,0,0,0-1
-4,23,27,3,5,2,1,0,0,1,2,1,1,0,0,3,4,1,1,19,8,10,9,15,16,6,8,1,0,2,4,7,11,30,52,31,46,0,0,1,0,0,1,3,2,3,0,0,1-0
1,29,28,7,6,0,0,1,1,2,2,1,1,0,0,4,3,1,0,19,0,8,5,17,20,5,4,0,1,3,2,10,9,38,19,38,27,0,0,0,0,0,0,4,3,0,0,0,1-0
1,20,19,6,5,0,0,0,0,1,1,1,1,0,0,4,4,1,1,18,17,6,10,19,15,8,7,1,0,2,2,10,7,28,33,32,34,2,0,0,0,0,0,4,4,0,0,0,1-0
6,21,15,8,7,1,0,0,1,2,1,0,0,0,0,4,4,0,1,0,15,6,8,19,17,6,4,1,1,4,4,12,8,32,23,35,28,2,0,0,0,0,0,6,3,3,1,0,1-0
2,24,22,7,5,1,1,0,0,1,1,1,1,0,0,3,4,1,0,6,0,4,10,21,15,7,5,5,0,3,2,11,8,35,28,32,31,0,0,0,1,1,0,3,4,0,2,0,1-0
-3,20,23,6,6,0,1,0,0,1,1,1,1,0,0,4,4,1,1,7,21,8,11,17,14,6,7,0,1,3,3,11,10,28,36,31,39,0,0,1,1,0,0,2,4,1,0,1,0-1
2,27,25,5,5,1,2,0,0,2,1,1,1,0,0,4,4,1,1,13,11,10,8,15,17,6,6,2,0,3,1,10,11,35,40,31,32,2,0,3,2,0,0,2,3,2,1,0,0-1
-1,19,20,6,7,1,1,0,0,2,2,0,0,0,0,4,4,1,1,13,10,7,4,18,21,5,6,0,1,2,3,9,10,27,30,30,31,0,0,0,0,0,0,2,3,1,1,0,0-1
2,32,30,7,5,1,1,1,1,2,2,1,1,0,0,3,4,1,1,17,17,6,10,19,15,5,3,1,0,2,3,8,8,27,31,32,33,2,2,1,2,1,0,4,2,0,0,0,1-0
9,32,23,4,4,1,0,2,0,2,2,1,1,1,0,3,4,1,1,8,14,11,7,14,18,8,5,1,1,3,4,12,12,44,41,44,37,0,0,2,2,0,0,2,2,3,3,0,0-1
0,22,22,5,5,1,0,0,1,1,1,1,1,0,0,4,4,1,0,14,0,9,11,16,14,7,7,0,0,3,2,13,9,39,35,39,37,0,2,0,2,0,0,3,3,1,0,1,0-1
8,31,23,6,6,2,1,0,0,2,1,1,1,0,0,4,4,1,1,14,14,6,10,19,15,6,4,6,0,2,1,11,8,50,28,43,32,0,0,2,0,0,0,4,2,0,1,0,1-0
2,31,29,6,4,0,1,2,1,2,2,1,1,1,0,4,4,0,1,0,7,8,8,17,17,6,4,0,3,3,1,12,8,54,38,43,33,0,0,1,1,1,0,3,3,0,0,0,0-1
-2,26,28,4,6,0,1,1,0,2,2,1,1,0,0,4,4,1,1,9,8,7,11,18,14,5,7,0,0,1,2,6,12,33,38,29,38,0,0,1,0,0,1,3,2,0,2,1,0-1
8,31,23,6,4,1,0,1,0,2,2,1,1,0,0,3,4,0,0,0,0,6,10,19,15,8,4,2,2,2,3,8,8,33,31,34,30,0,0,0,2,1,0,3,1,2,1,0,0-1
-3,15,18,5,5,0,0,0,1,2,2,0,0,0,0,4,3,1,1,11,19,8,11,17,14,7,8,2,0,2,2,7,10,20,30,25,29,2,0,2,1,0,0,3,3,0,0,0,0-1
-1,19,20,6,4,1,2,0,0,2,2,0,0,0,0,4,4,1,1,13,19,5,10,20,15,7,6,0,1,3,1,13,5,37,24,35,26,0,0,0,1,1,0,3,3,0,0,2,0-1
0,19,19,6,6,1,0,0,1,2,2,0,0,0,0,4,4,1,0,5,0,7,11,18,14,6,6,6,0,1,2,8,10,26,30,30,32,0,0,0,1,0,0,3,3,1,2,0,0-1
2,21,19,4,2,0,1,1,0,1,1,1,1,0,0,4,4,1,1,8,12,7,11,18,14,10,8,1,0,3,2,9,10,36,36,34,33,0,0,2,2,1,0,2,0,2,4,0,1-0
0,27,27,5,5,1,1,0,0,2,2,1,1,0,0,4,4,1,1,13,12,10,11,15,14,6,6,0,2,1,3,7,12,31,41,30,39,0,0,0,2,0,1,3,3,1,0,2,0-1
4,18,14,5,4,0,0,1,0,2,2,0,0,0,0,3,4,1,1,15,10,7,3,18,22,9,7,4,1,1,0,8,4,22,28,25,26,0,0,0,1,0,0,0,3,3,0,0,0-1
5,24,19,4,5,1,0,1,0,1,1,1,1,0,0,3,4,1,1,13,20,8,10,17,15,8,7,2,1,3,2,10,8,37,24,31,28,0,2,1,1,0,0,3,2,0,1,1,1-0
2,29,27,7,7,0,1,1,1,2,1,1,1,0,0,4,4,1,1,6,7,11,6,14,19,4,4,0,0,3,3,11,11,33,32,35,35,0,0,0,0,0,0,4,3,0,0,0,0-1
-7,17,24,7,5,0,0,0,0,2,2,0,1,0,0,4,4,1,1,5,7,6,6,19,19,7,6,0,1,2,2,7,9,21,39,25,39,0,0,1,1,1,0,3,3,0,0,0,0-1
-3,20,23,7,4,0,0,1,0,2,2,0,1,0,0,4,4,1,1,18,14,10,8,15,17,8,5,2,0,2,3,7,9,23,41,27,40,0,0,1,1,2,0,4,1,2,0,0,0-1
-1,19,20,6,7,0,0,1,1,2,2,0,0,0,0,3,4,1,1,11,10,8,11,17,14,5,6,0,2,2,2,8,9,21,27,25,36,0,2,0,1,0,0,3,3,0,0,1,0-1
-4,22,26,5,4,1,0,0,1,1,2,1,1,0,0,3,4,1,1,15,7,8,10,17,15,7,7,1,1,3,4,13,11,36,37,39,35,0,0,0,1,1,0,3,2,0,1,0,0-1
4,15,11,5,6,0,0,0,0,2,1,0,0,0,0,4,4,1,1,10,12,6,10,19,15,8,8,0,0,2,2,9,7,25,22,29,26,0,0,0,1,0,1,4,4,0,1,0,1-0
-21,8,29,2,4,1,1,1,1,0,2,0,1,0,0,4,2,0,0,0,0,6,7,19,18,6,11,0,4,2,1,8,6,6,36,21,32,0,0,0,1,0,1,2,3,1,1,0,0-1
-2,9,11,4,5,0,2,0,0,1,0,0,0,0,0,4,3,0,0,0,0,7,9,18,16,8,10,0,4,1,1,6,8,23,19,22,18,0,2,0,1,0,0,2,3,2,0,0,0-1
-4,16,20,3,6,1,0,0,0,2,1,0,1,0,0,4,4,1,1,5,5,7,6,18,19,7,9,0,3,2,3,5,13,5,45,21,41,0,2,3,3,0,2,0,3,2,0,0,0-1
4,29,25,7,5,0,1,1,1,2,1,1,1,0,0,4,4,1,1,8,16,5,7,20,18,6,4,1,1,3,2,11,10,48,43,40,34,0,0,0,0,1,0,3,2,1,0,2,1-0
-5,22,27,6,5,2,0,0,1,2,2,0,1,0,0,4,4,1,1,10,6,6,8,19,17,6,5,2,0,4,3,12,11,35,37,36,38,0,0,0,0,0,0,4,3,1,1,0,0-1
0,18,18,5,8,0,0,1,0,2,2,0,0,0,0,4,4,1,1,7,23,8,5,17,20,5,7,1,3,3,2,9,10,27,25,31,33,0,4,0,0,0,2,2,4,6,0,0,0-1
2,8,6,5,6,1,0,0,0,0,0,0,0,0,0,4,4,1,1,10,7,11,10,14,15,9,9,0,0,1,1,7,6,18,14,19,16,0,0,0,1,0,0,2,3,0,1,2,1-0
-4,12,16,4,6,1,0,0,0,1,2,0,0,0,0,4,4,1,1,6,9,8,7,17,18,7,9,1,0,2,1,8,6,26,17,24,22,0,2,2,1,0,0,2,2,0,1,2,1-0
-5,20,25,3,5,1,2,0,0,1,1,1,1,0,0,4,4,1,1,12,12,11,8,14,17,6,9,0,0,1,3,9,13,39,45,36,41,0,0,0,0,0,1,3,4,2,1,1,0-1
5,22,17,6,7,2,0,0,0,2,2,0,0,0,0,4,4,1,1,15,12,8,12,17,13,6,5,0,0,3,3,8,8,26,27,28,28,2,2,1,0,0,0,2,2,1,0,2,1-0
1,25,24,6,5,0,0,0,0,2,2,1,1,0,0,4,4,1,1,25,8,8,8,17,17,7,6,0,0,3,4,8,11,30,38,32,35,2,0,1,0,0,0,4,3,1,0,0,0-1
-16,10,26,5,5,0,1,0,0,1,0,0,2,0,0,4,4,1,1,5,14,8,10,17,15,7,9,1,2,1,4,5,13,0,56,19,42,0,0,2,2,0,0,3,3,2,0,1,0-1
0,21,21,4,4,1,1,0,0,1,1,1,1,0,0,3,4,1,1,22,11,10,12,15,13,8,8,2,0,2,4,9,13,27,52,28,42,0,2,0,4,0,1,4,3,1,0,0,0-1
-9,6,15,3,7,0,1,1,0,0,1,0,0,0,0,4,4,0,0,0,0,7,8,18,17,6,11,0,3,1,3,6,9,14,27,18,27,0,2,3,1,0,1,2,2,4,0,1,0-1
-2,32,34,4,3,2,2,1,2,2,2,1,1,0,1,2,4,1,1,9,9,8,7,17,18,5,5,2,0,4,4,12,14,33,56,36,47,0,0,0,0,1,0,3,3,1,0,0,0-1
0,32,32,7,7,1,0,1,2,2,2,1,1,0,1,4,4,1,1,14,9,11,10,14,15,3,3,0,0,3,3,13,10,37,28,40,34,2,2,0,1,1,0,3,3,0,2,0,0-1
0,32,32,7,7,1,1,1,1,2,2,1,1,0,0,4,4,1,0,14,0,5,10,20,15,3,3,0,2,3,4,13,12,31,42,37,42,0,0,0,0,0,0,2,4,1,3,0,1-0
-1,18,19,5,6,1,0,0,1,2,2,0,0,0,0,4,4,1,1,10,21,9,5,16,20,6,7,3,0,3,2,9,7,34,24,36,28,0,0,0,0,0,0,3,3,1,2,0,0-1
15,30,15,5,4,1,1,1,1,2,1,1,0,0,0,4,4,0,1,0,8,8,6,17,19,8,5,0,3,3,2,11,8,40,26,32,26,0,0,0,1,0,0,3,3,0,0,0,1-0
2,15,13,5,3,0,0,0,0,2,2,0,0,0,0,4,4,1,1,8,9,7,8,18,17,10,8,1,0,1,3,8,8,27,25,30,26,0,0,1,0,1,0,3,3,0,1,0,1-0
